Index	Wastewater Treatment Plant	County	Date	Population Served	Viral Gene Copies Per Person	Viral Gene Copies/L
1,293	Charlotte 3	Mecklenburg	9/16/2022	120,000	19,645,460	58,095
1,294	Charlotte 3	Mecklenburg	9/13/2022	120,000	33,502,111	86,205
1,295	Charlotte 3	Mecklenburg	9/10/2022	120,000	60,232,820	185,742
1,296	Charlotte 3	Mecklenburg	9/7/2022	120,000	16,886,141	49,749
1,297	Charlotte 3	Mecklenburg	9/3/2022	120,000	35,156,441	106,243
1,298	Charlotte 3	Mecklenburg	8/30/2022	120,000	30,931,010	64,807
1,299	Charlotte 3	Mecklenburg	8/27/2022	120,000	25,829,043	79,961
1,300	Charlotte 3	Mecklenburg	8/23/2022	120,000	37,723,090	111,971
1,301	Charlotte 3	Mecklenburg	8/20/2022	120,000	53,942,631	160,565
1,302	Charlotte 3	Mecklenburg	8/16/2022	120,000	31,546,205	93,374
1,303	Charlotte 3	Mecklenburg	8/12/2022	120,000	42,748,666	124,900
1,304	Charlotte 3	Mecklenburg	8/9/2022	120,000	34,901,817	112,326
1,305	Charlotte 3	Mecklenburg	8/6/2022	120,000	49,563,110	143,750
1,306	Charlotte 3	Mecklenburg	8/2/2022	120,000	35,995,037	93,073
1,307	Charlotte 3	Mecklenburg	7/30/2022	120,000	36,431,249	116,539
1,308	Charlotte 3	Mecklenburg	7/26/2022	120,000	24,888,235	78,740
1,309	Charlotte 3	Mecklenburg	7/23/2022	120,000	49,115,968	139,642
1,310	Charlotte 3	Mecklenburg	7/19/2022	120,000	23,451,269	71,414
1,311	Charlotte 3	Mecklenburg	7/16/2022	120,000	33,067,356	81,009
1,312	Charlotte 3	Mecklenburg	7/12/2022	120,000	55,670,241	166,020
1,313	Charlotte 3	Mecklenburg	7/9/2022	120,000	33,375,981	101,735
1,314	Charlotte 3	Mecklenburg	7/2/2022	120,000	21,039,436	62,450
1,315	Charlotte 3	Mecklenburg	6/28/2022	120,000	24,949,063	82,991
1,316	Charlotte 3	Mecklenburg	6/25/2022	120,000	43,068,103	126,886
1,317	Charlotte 3	Mecklenburg	6/21/2022	120,000	18,971,508	57,717
1,318	Charlotte 3	Mecklenburg	6/18/2022	120,000	37,764,628	114,891
1,319	Charlotte 3	Mecklenburg	6/14/2022	120,000	19,735,341	62,500
1,320	Charlotte 3	Mecklenburg	6/11/2022	120,000	30,699,426	89,861
1,321	Charlotte 3	Mecklenburg	6/7/2022	120,000	22,796,273	66,238
1,322	Charlotte 3	Mecklenburg	6/4/2022	120,000	55,124,335	168,189
1,323	Charlotte 3	Mecklenburg	5/28/2022	120,000	60,008,054	170,000
1,324	Charlotte 3	Mecklenburg	5/24/2022	120,000	49,846,765	136,931
1,325	Charlotte 3	Mecklenburg	5/21/2022	120,000	22,816,125	73,655
1,326	Charlotte 3	Mecklenburg	5/17/2022	120,000	6,753,376	20,948
1,327	Charlotte 3	Mecklenburg	5/14/2022	120,000	38,883,509	110,057
1,328	Charlotte 3	Mecklenburg	5/10/2022	120,000	16,935,138	47,342
1,329	Charlotte 3	Mecklenburg	5/6/2022	120,000	36,069,606	98,742
1,330	Charlotte 3	Mecklenburg	4/30/2022	120,000	20,136,864	55,509
1,331	Charlotte 3	Mecklenburg	4/26/2022	120,000	11,095,283	28,411
1,332	Charlotte 3	Mecklenburg	4/23/2022	120,000	18,153,793	47,997
1,333	Charlotte 3	Mecklenburg	4/19/2022	120,000	21,406,437	65,000
1,334	Charlotte 3	Mecklenburg	4/16/2022	120,000	35,032,300	95,000
1,335	Charlotte 3	Mecklenburg	4/12/2022	120,000	4,236,411	10,874
1,336	Charlotte 3	Mecklenburg	4/9/2022	120,000	3,386,659	8,467
1,337	Charlotte 3	Mecklenburg	4/4/2022	120,000	7,729,720	19,666
1,338	Charlotte 3	Mecklenburg	4/2/2022	120,000	1,752,464	3,674
1,339	Charlotte 3	Mecklenburg	3/29/2022	120,000	2,299,779	6,452
1,340	Charlotte 3	Mecklenburg	3/26/2022	120,000	1,459,521	4,153
1,341	Charlotte 3	Mecklenburg	3/22/2022	120,000	2,501,359	6,364
1,342	Charlotte 3	Mecklenburg	3/19/2022	120,000	2,966,565	7,098
1,343	Charlotte 3	Mecklenburg	3/15/2022	120,000	706,364	0
1,344	Charlotte 3	Mecklenburg	3/12/2022	120,000	285,162	0
1,345	Charlotte 3	Mecklenburg	3/5/2022	120,000	2,277,302	6,245
1,346	Charlotte 3	Mecklenburg	3/1/2022	120,000	3,641,179	8,620
1,347	Charlotte 3	Mecklenburg	2/26/2022	120,000	5,171,452	15,350
1,348	Charlotte 3	Mecklenburg	2/22/2022	120,000	715,957	0
1,349	Charlotte 3	Mecklenburg	2/19/2022	120,000	2,799,123	7,689
1,350	Charlotte 3	Mecklenburg	2/12/2022	120,000	5,731,127	16,653
1,351	Charlotte 3	Mecklenburg	2/8/2022	120,000	2,416,382	6,996
1,352	Charlotte 3	Mecklenburg	2/5/2022	120,000	9,628,737	27,060
1,353	Charlotte 3	Mecklenburg	2/1/2022	120,000	31,189,554	84,076
1,354	Charlotte 3	Mecklenburg	1/29/2022	120,000	79,434,389	250,062
1,355	Charlotte 3	Mecklenburg	1/25/2022	120,000	86,356,772	248,193
1,356	Charlotte 3	Mecklenburg	1/22/2022	120,000	93,238,042	243,670
1,357	Charlotte 3	Mecklenburg	1/15/2022	120,000	104,918,864	395,482
1,358	Charlotte 3	Mecklenburg	1/11/2022	120,000	153,475,144	466,469
1,359	Charlotte 3	Mecklenburg	1/7/2022	120,000	379,065,946	1,101,437
1,360	Charlotte 3	Mecklenburg	1/4/2022	120,000	173,768,546	515,303
1,361	Charlotte 3	Mecklenburg	12/21/2021	120,000	21,575,510	73,229
1,362	Charlotte 3	Mecklenburg	12/18/2021	120,000	40,736,888	131,909
1,363	Charlotte 3	Mecklenburg	12/14/2021	120,000	9,860,472	33,593
1,364	Charlotte 3	Mecklenburg	12/11/2021	120,000	14,066,056	52,832
1,365	Charlotte 3	Mecklenburg	12/7/2021	120,000	32,151,536	113,248
1,366	Charlotte 3	Mecklenburg	12/4/2021	120,000	17,205,301	55,655
1,367	Charlotte 3	Mecklenburg	11/30/2021	120,000	11,596,313	36,946
1,368	Charlotte 3	Mecklenburg	11/23/2021	120,000	7,010,148	24,367
1,369	Charlotte 3	Mecklenburg	11/20/2021	120,000	9,599,760	27,665
1,370	Charlotte 3	Mecklenburg	11/16/2021	120,000	2,436,372	7,550
1,371	Charlotte 3	Mecklenburg	11/13/2021	120,000	1,367,143	4,690
1,372	Charlotte 3	Mecklenburg	11/9/2021	120,000	1,421,688	5,087
1,373	Charlotte 3	Mecklenburg	11/6/2021	120,000	3,388,683	11,576
1,374	Charlotte 3	Mecklenburg	11/2/2021	120,000	12,905,250	41,788
1,375	Charlotte 3	Mecklenburg	10/30/2021	120,000	3,321,489	12,550
1,376	Charlotte 3	Mecklenburg	10/26/2021	120,000	9,301,068	33,204
1,377	Charlotte 3	Mecklenburg	10/23/2021	120,000	5,914,282	19,591
1,378	Charlotte 3	Mecklenburg	10/19/2021	120,000	15,538,439	49,806
1,379	Charlotte 3	Mecklenburg	10/16/2021	120,000	16,088,575	59,791
1,380	Charlotte 3	Mecklenburg	10/12/2021	120,000	8,073,005	28,723
1,381	Charlotte 3	Mecklenburg	10/9/2021	120,000	11,287,240	35,357
1,382	Charlotte 3	Mecklenburg	10/5/2021	120,000	20,739,041	67,361
1,383	Charlotte 3	Mecklenburg	10/2/2021	120,000	21,478,445	78,262
1,384	Charlotte 3	Mecklenburg	9/28/2021	120,000	15,725,505	55,762
1,385	Charlotte 3	Mecklenburg	9/25/2021	120,000	23,079,662	79,961
1,386	Charlotte 3	Mecklenburg	9/21/2021	120,000	27,797,605	80,623
1,387	Charlotte 3	Mecklenburg	9/18/2021	120,000	48,031,789	173,620
1,388	Charlotte 3	Mecklenburg	9/13/2021	120,000	27,461,223	99,718
1,389	Charlotte 3	Mecklenburg	9/11/2021	120,000	70,147,598	219,303
1,390	Charlotte 3	Mecklenburg	9/4/2021	120,000	48,842,124	173,385
1,391	Charlotte 3	Mecklenburg	8/31/2021	120,000	16,606,903	56,125
1,392	Charlotte 3	Mecklenburg	8/28/2021	120,000	14,725,517	43,997
1,393	Charlotte 3	Mecklenburg	8/24/2021	120,000	27,562,287	77,460
1,394	Charlotte 3	Mecklenburg	8/21/2021	120,000	18,301,528	61,135
1,395	Charlotte 3	Mecklenburg	8/15/2021	120,000	31,690,896	112,500
1,396	Charlotte 3	Mecklenburg	8/14/2021	120,000	30,359,266	89,861
1,397	Charlotte 3	Mecklenburg	8/10/2021	120,000	10,561,008	34,267
1,398	Charlotte 3	Mecklenburg	8/7/2021	120,000	46,848,457	179,147
1,399	Charlotte 3	Mecklenburg	8/3/2021	120,000	38,412,599	137,750
1,400	Charlotte 3	Mecklenburg	7/31/2021	120,000	34,787,784	106,243
1,401	Charlotte 3	Mecklenburg	7/27/2021	120,000	9,079,471	27,676
1,402	Charlotte 3	Mecklenburg	7/24/2021	120,000	22,670,343	83,179
1,403	Charlotte 3	Mecklenburg	7/20/2021	120,000	6,926,854	22,499
1,404	Charlotte 3	Mecklenburg	7/17/2021	120,000	13,834,431	42,703
1,405	Charlotte 3	Mecklenburg	7/13/2021	120,000	6,571,315	20,205
1,406	Charlotte 3	Mecklenburg	7/10/2021	120,000	2,687,374	9,487
1,407	Charlotte 3	Mecklenburg	7/3/2021	120,000	2,540,138	9,277
1,408	Charlotte 3	Mecklenburg	6/29/2021	120,000	6,731,703	20,000
1,409	Charlotte 3	Mecklenburg	6/26/2021	120,000	1,693,748	6,423
1,410	Charlotte 3	Mecklenburg	6/22/2021	120,000	2,832,706	9,614
1,411	Charlotte 3	Mecklenburg	6/19/2021	120,000	4,695,590	14,811
1,412	Charlotte 3	Mecklenburg	6/14/2021	120,000	1,727,109	5,391
1,413	Charlotte 3	Mecklenburg	6/11/2021	120,000	3,560,523	12,711
1,414	Charlotte 3	Mecklenburg	6/7/2021	120,000	3,656,828	12,372
1,415	Charlotte 3	Mecklenburg	6/3/2021	120,000	3,924,845	14,401
1,416	Charlotte 4	Mecklenburg	5/16/2023	82,158	2,865,172	0
1,417	Charlotte 4	Mecklenburg	5/13/2023	82,158	13,815,955	24,008
1,418	Charlotte 4	Mecklenburg	5/9/2023	82,158	28,021,358	39,186
1,419	Charlotte 4	Mecklenburg	5/6/2023	82,158	18,431,872	30,655
1,420	Charlotte 4	Mecklenburg	5/2/2023	82,158	21,457,611	26,889
1,421	Charlotte 4	Mecklenburg	4/29/2023	82,158	19,623,921	25,337
1,422	Charlotte 4	Mecklenburg	4/25/2023	82,158	16,470,561	30,269
1,423	Charlotte 4	Mecklenburg	4/22/2023	82,158	29,325,778	52,689
1,424	Charlotte 4	Mecklenburg	4/15/2023	82,158	43,138,401	49,670
1,425	Charlotte 4	Mecklenburg	4/11/2023	82,158	25,080,159	28,175
1,426	Charlotte 4	Mecklenburg	4/4/2023	82,158	26,935,267	40,569
1,427	Charlotte 4	Mecklenburg	4/1/2023	82,158	37,580,956	57,239
1,428	Charlotte 4	Mecklenburg	3/28/2023	82,158	33,556,112	46,300
1,429	Charlotte 4	Mecklenburg	3/25/2023	82,158	56,958,492	84,326
1,430	Charlotte 4	Mecklenburg	3/21/2023	82,158	8,815,365	13,069
1,431	Charlotte 4	Mecklenburg	3/18/2023	82,158	25,408,559	37,566
1,432	Charlotte 4	Mecklenburg	3/14/2023	82,158	7,741,279	10,455
1,433	Charlotte 4	Mecklenburg	3/11/2023	82,158	2,822,680	4,257
1,434	Charlotte 4	Mecklenburg	3/7/2023	82,158	7,367,127	10,750
1,435	Charlotte 4	Mecklenburg	3/4/2023	82,158	11,549,119	16,852
1,436	Charlotte 4	Mecklenburg	2/28/2023	82,158	10,882,657	18,987
1,437	Charlotte 4	Mecklenburg	2/25/2023	82,158	27,881,620	46,837
1,438	Charlotte 4	Mecklenburg	2/22/2023	82,158	21,168,355	37,201
1,439	Charlotte 4	Mecklenburg	2/19/2023	82,158	40,590,287	66,238
1,440	Charlotte 4	Mecklenburg	2/14/2023	82,158	48,301,555	57,006
1,441	Charlotte 4	Mecklenburg	2/11/2023	82,158	41,101,604	57,664
1,442	Charlotte 4	Mecklenburg	2/7/2023	82,158	30,682,587	38,740
1,443	Charlotte 4	Mecklenburg	2/4/2023	82,158	17,039,133	20,264
1,444	Charlotte 4	Mecklenburg	1/31/2023	82,158	132,659,384	199,531
1,445	Charlotte 4	Mecklenburg	1/28/2023	82,158	58,411,301	90,554
1,446	Charlotte 4	Mecklenburg	1/21/2023	82,158	43,531,823	71,414
1,447	Charlotte 4	Mecklenburg	1/14/2023	82,158	35,871,372	50,720
1,448	Charlotte 4	Mecklenburg	1/10/2023	82,158	31,382,605	39,785
1,449	Charlotte 4	Mecklenburg	1/7/2023	82,158	46,260,805	54,986
1,450	Charlotte 4	Mecklenburg	12/31/2022	82,158	176,466,755	307,632
1,451	Charlotte 4	Mecklenburg	12/24/2022	82,158	100,825,796	134,583
1,452	Charlotte 4	Mecklenburg	12/20/2022	82,158	57,443,735	82,348
1,453	Charlotte 4	Mecklenburg	12/17/2022	82,158	17,036,788	20,750
1,454	Charlotte 4	Mecklenburg	12/13/2022	82,158	68,092,890	121,937
1,455	Charlotte 4	Mecklenburg	12/10/2022	82,158	42,595,124	70,356
1,456	Charlotte 4	Mecklenburg	12/6/2022	82,158	62,657,314	89,058
1,457	Charlotte 4	Mecklenburg	12/3/2022	82,158	82,169,483	100,530
1,458	Charlotte 4	Mecklenburg	11/29/2022	82,158	15,143,429	19,944
1,459	Charlotte 4	Mecklenburg	11/22/2022	82,158	15,847,589	26,977
1,460	Charlotte 4	Mecklenburg	11/19/2022	82,158	19,983,240	36,416
1,461	Charlotte 4	Mecklenburg	11/15/2022	82,158	14,730,728	24,784
1,462	Charlotte 4	Mecklenburg	11/8/2022	82,158	7,564,515	11,489
1,463	Charlotte 4	Mecklenburg	11/5/2022	82,158	13,178,111	20,430
1,464	Charlotte 4	Mecklenburg	11/1/2022	82,158	4,436,790	7,685
1,465	Charlotte 4	Mecklenburg	10/29/2022	82,158	12,020,940	20,625
1,466	Charlotte 4	Mecklenburg	10/25/2022	82,158	15,841,041	26,245
1,467	Charlotte 4	Mecklenburg	10/22/2022	82,158	9,800,135	16,748
1,468	Charlotte 4	Mecklenburg	10/18/2022	82,158	8,538,289	14,684
1,469	Charlotte 4	Mecklenburg	10/15/2022	82,158	10,070,716	16,865
1,470	Charlotte 4	Mecklenburg	10/11/2022	82,158	7,829,576	12,719
1,471	Charlotte 4	Mecklenburg	10/8/2022	82,158	32,120,920	47,329
1,472	Charlotte 4	Mecklenburg	10/4/2022	82,158	14,107,290	19,831
1,473	Charlotte 4	Mecklenburg	10/1/2022	82,158	15,929,235	28,362
1,474	Charlotte 4	Mecklenburg	9/27/2022	82,158	15,162,926	25,690
1,475	Charlotte 4	Mecklenburg	9/24/2022	82,158	29,131,707	42,236
1,476	Charlotte 4	Mecklenburg	9/20/2022	82,158	12,141,409	20,208
1,477	Charlotte 4	Mecklenburg	9/17/2022	82,158	26,813,248	45,394
1,478	Charlotte 4	Mecklenburg	9/13/2022	82,158	31,153,241	45,717
1,479	Charlotte 4	Mecklenburg	9/10/2022	82,158	40,784,354	67,417
1,480	Charlotte 4	Mecklenburg	9/3/2022	82,158	23,731,103	39,287
1,481	Cherokee (CDC Contract)	Swain,jackson	5/17/2023	12,000	58,670,699	128,269
1,482	Cherokee (CDC Contract)	Swain,jackson	5/16/2023	12,000	90,255,538	221,796
1,483	Cherokee (CDC Contract)	Swain,jackson	5/11/2023	12,000	239,120,205	631,691
1,484	Cherokee (CDC Contract)	Swain,jackson	5/9/2023	12,000	50,114,998	119,450
1,485	Cherokee (CDC Contract)	Swain,jackson	5/5/2023	12,000	253,556,135	692,924
1,486	Cherokee (CDC Contract)	Swain,jackson	5/4/2023	12,000	105,488,309	285,817
1,487	Cherokee (CDC Contract)	Swain,jackson	4/25/2023	12,000	76,507,878	207,295
1,488	Cherokee (CDC Contract)	Swain,jackson	4/20/2023	12,000	56,746,178	142,770
1,489	Cherokee (CDC Contract)	Swain,jackson	4/18/2023	12,000	104,767,751	261,513
1,490	Cherokee (CDC Contract)	Swain,jackson	4/13/2023	12,000	92,620,839	128,778
1,491	Cherokee (CDC Contract)	Swain,jackson	4/12/2023	12,000	13,192,263	21,557
1,492	Cherokee (CDC Contract)	Swain,jackson	4/6/2023	12,000	138,666,698	235,072
1,493	Cherokee (CDC Contract)	Swain,jackson	4/5/2023	12,000	141,401,829	239,708
1,494	Cherokee (CDC Contract)	Swain,jackson	3/30/2023	12,000	93,603,602	228,254
1,495	Cherokee (CDC Contract)	Swain,jackson	3/28/2023	12,000	185,581,336	449,089
1,496	Cherokee (CDC Contract)	Swain,jackson	3/23/2023	12,000	34,463,507	71,876
1,497	Cherokee (CDC Contract)	Swain,jackson	3/21/2023	12,000	2,596,886	0
1,498	Cherokee (CDC Contract)	Swain,jackson	3/15/2023	12,000	9,073,382	0
1,499	Cherokee (CDC Contract)	Swain,jackson	3/14/2023	12,000	35,532,220	72,205
1,500	Cherokee (CDC Contract)	Swain,jackson	3/9/2023	12,000	99,677,414	175,547
1,501	Cherokee (CDC Contract)	Swain,jackson	3/7/2023	12,000	73,372,324	124,383
1,502	Cherokee (CDC Contract)	Swain,jackson	3/2/2023	12,000	453,244,843	725,667
1,503	Cherokee (CDC Contract)	Swain,jackson	2/28/2023	12,000	133,989,849	241,340
1,504	Cherokee (CDC Contract)	Swain,jackson	2/23/2023	12,000	209,361,224	439,530
1,505	Cherokee (CDC Contract)	Swain,jackson	2/22/2023	12,000	479,741,418	956,488
1,506	Cherokee (CDC Contract)	Swain,jackson	2/14/2023	12,000	121,579,354	206,105
1,507	Cherokee (CDC Contract)	Swain,jackson	2/8/2023	12,000	145,184,398	315,237
1,508	Cherokee (CDC Contract)	Swain,jackson	2/2/2023	12,000	16,545,859	0
1,509	Cherokee (CDC Contract)	Swain,jackson	1/31/2023	12,000	161,782,391	403,829
1,510	Cherokee (CDC Contract)	Swain,jackson	1/26/2023	12,000	81,258,359	132,100
1,511	Cherokee (CDC Contract)	Swain,jackson	1/24/2023	12,000	798,510,663	1,353,657
1,512	Cherokee (CDC Contract)	Swain,jackson	1/19/2023	12,000	1,053,239,787	2,211,158
1,513	Cherokee (CDC Contract)	Swain,jackson	1/18/2023	12,000	672,752,381	1,082,576
1,514	Cherokee (CDC Contract)	Swain,jackson	1/12/2023	12,000	906,616,969	1,819,015
1,515	Cherokee (CDC Contract)	Swain,jackson	1/10/2023	12,000	1,186,496,323	2,101,275
1,516	Cherokee (CDC Contract)	Swain,jackson	1/5/2023	12,000	433,078,341	425,044
1,517	Cherokee (CDC Contract)	Swain,jackson	1/3/2023	12,000	269,904,906	882,081
1,518	Cherokee (CDC Contract)	Swain,jackson	12/27/2022	12,000	455,099,790	1,487,320
1,519	Cherokee (CDC Contract)	Swain,jackson	12/20/2022	12,000	424,893,728	708,918
1,520	Cherokee (CDC Contract)	Swain,jackson	12/15/2022	12,000	699,501,186	1,572,674
1,521	Cherokee (CDC Contract)	Swain,jackson	12/13/2022	12,000	348,947,364	591,545
1,522	Cherokee (CDC Contract)	Swain,jackson	12/8/2022	12,000	518,450,361	737,007
1,523	Cherokee (CDC Contract)	Swain,jackson	12/6/2022	12,000	295,864,862	646,837
1,524	Cherokee (CDC Contract)	Swain,jackson	12/1/2022	12,000	219,195,828	320,215
1,525	Cherokee (CDC Contract)	Swain,jackson	11/29/2022	12,000	400,858,465	1,095,475
1,526	Cherokee (CDC Contract)	Swain,jackson	11/15/2022	12,000	681,655,590	2,000,832
1,527	Cherokee (CDC Contract)	Swain,jackson	11/10/2022	12,000	135,806,792	331,167
1,528	Cherokee (CDC Contract)	Swain,jackson	11/8/2022	12,000	102,335,396	289,653
1,529	Cherokee (CDC Contract)	Swain,jackson	11/3/2022	12,000	253,751,116	731,282
1,530	Cherokee (CDC Contract)	Swain,jackson	11/1/2022	12,000	180,629,434	336,829
1,531	Cherokee (CDC Contract)	Swain,jackson	10/26/2022	12,000	768,014,571	2,098,848
1,532	Cherokee (CDC Contract)	Swain,jackson	10/25/2022	12,000	353,575,030	1,088,213
1,533	Cherokee (CDC Contract)	Swain,jackson	10/20/2022	12,000	70,435,983	169,157
1,534	Cherokee (CDC Contract)	Swain,jackson	10/18/2022	12,000	14,772,460	0
1,535	Cherokee (CDC Contract)	Swain,jackson	10/13/2022	12,000	537,922,500	1,332,230
1,536	Cherokee (CDC Contract)	Swain,jackson	10/12/2022	12,000	113,102,295	325,948
1,537	Cherokee (CDC Contract)	Swain,jackson	10/6/2022	12,000	214,556,949	591,445
1,538	Cherokee (CDC Contract)	Swain,jackson	10/4/2022	12,000	230,128,681	715,221
1,539	Cherokee (CDC Contract)	Swain,jackson	9/29/2022	12,000	235,435,790	648,999
1,540	Cherokee (CDC Contract)	Swain,jackson	9/27/2022	12,000	233,329,130	560,357
1,541	Cherokee (CDC Contract)	Swain,jackson	9/13/2022	12,000	316,992,070	656,790
1,542	Cherokee (CDC Contract)	Swain,jackson	9/8/2022	12,000	441,359,017	794,966
1,543	Cherokee (CDC Contract)	Swain,jackson	9/7/2022	12,000	691,025,761	1,480,137
1,544	Cherokee (CDC Contract)	Swain,jackson	9/1/2022	12,000	355,163,109	946,129
1,545	Cherokee (CDC Contract)	Swain,jackson	8/30/2022	12,000	363,151,997	928,402
1,546	Cherokee (CDC Contract)	Swain,jackson	8/24/2022	12,000	535,522,142	1,358,116
1,547	Cherokee (CDC Contract)	Swain,jackson	8/23/2022	12,000	613,356,845	1,062,506
1,548	Cherokee (CDC Contract)	Swain,jackson	8/18/2022	12,000	1,117,475,851	2,663,520
1,549	Cherokee (CDC Contract)	Swain,jackson	8/17/2022	12,000	313,985,395	622,098
1,550	Cherokee (CDC Contract)	Swain,jackson	8/11/2022	12,000	719,006,335	1,373,074
1,551	Cherokee (CDC Contract)	Swain,jackson	8/9/2022	12,000	787,535,066	1,686,855
1,552	Cherokee (CDC Contract)	Swain,jackson	8/4/2022	12,000	695,477,848	1,360,936
1,553	Cherokee (CDC Contract)	Swain,jackson	8/2/2022	12,000	1,218,791,590	1,658,223
1,554	Cherokee (CDC Contract)	Swain,jackson	7/28/2022	12,000	1,199,218,344	2,677,191
1,555	Cherokee (CDC Contract)	Swain,jackson	7/26/2022	12,000	1,261,624,052	2,597,040
1,556	Cherokee (CDC Contract)	Swain,jackson	7/21/2022	12,000	543,134,698	1,140,250
1,557	Cherokee (CDC Contract)	Swain,jackson	7/19/2022	12,000	615,548,946	1,393,811
1,558	Cherokee (CDC Contract)	Swain,jackson	7/14/2022	12,000	1,674,343,429	3,068,089
1,559	Cherokee (CDC Contract)	Swain,jackson	7/12/2022	12,000	1,014,040,623	1,502,142
1,560	Cherokee (CDC Contract)	Swain,jackson	7/7/2022	12,000	905,004,706	1,760,081
1,561	Cherokee (CDC Contract)	Swain,jackson	6/30/2022	12,000	1,128,450,720	2,816,750
1,562	Cherokee (CDC Contract)	Swain,jackson	6/28/2022	12,000	363,813,149	930,093
1,563	Cherokee (CDC Contract)	Swain,jackson	6/23/2022	12,000	585,139,567	1,415,982
1,564	Cherokee (CDC Contract)	Swain,jackson	6/21/2022	12,000	499,932,603	1,390,196
1,565	Cherokee (CDC Contract)	Swain,jackson	6/16/2022	12,000	960,021,318	1,976,194
1,566	Cherokee (CDC Contract)	Swain,jackson	6/14/2022	12,000	1,100,916,602	2,342,274
1,567	Cherokee (CDC Contract)	Swain,jackson	6/9/2022	12,000	691,304,513	1,698,827
1,568	Cherokee (CDC Contract)	Swain,jackson	6/7/2022	12,000	530,907,888	1,426,286
1,569	Cherokee (CDC Contract)	Swain,jackson	6/2/2022	12,000	490,640,639	1,023,268
1,570	Cherokee (CDC Contract)	Swain,jackson	6/1/2022	12,000	1,477,060,346	2,630,557
1,571	Cherokee (CDC Contract)	Swain,jackson	5/26/2022	12,000	466,328,556	1,252,793
1,572	Cherokee (CDC Contract)	Swain,jackson	5/24/2022	12,000	427,171,937	507,179
1,573	Cherokee (CDC Contract)	Swain,jackson	5/19/2022	12,000	349,912,567	803,804
1,574	Cherokee (CDC Contract)	Swain,jackson	5/17/2022	12,000	292,950,670	698,252
1,575	Cherokee (CDC Contract)	Swain,jackson	5/13/2022	12,000	2,346,957,007	4,993,308
1,576	Cherokee (CDC Contract)	Swain,jackson	5/10/2022	12,000	221,361,291	512,213
1,577	Cherokee (CDC Contract)	Swain,jackson	5/6/2022	12,000	107,412,715	233,223
1,578	City of Henderson (CDC Contract)	Vance	5/15/2023	15,000	39,473,919	93,945
1,579	City of Henderson (CDC Contract)	Vance	5/10/2023	15,000	117,966,107	269,891
1,580	City of Henderson (CDC Contract)	Vance	5/3/2023	15,000	108,206,467	205,354
1,581	City of Henderson (CDC Contract)	Vance	4/24/2023	15,000	57,263,553	123,591
1,582	City of Henderson (CDC Contract)	Vance	4/19/2023	15,000	189,810,020	365,294
1,583	City of Henderson (CDC Contract)	Vance	4/12/2023	15,000	169,061,514	339,717
1,584	City of Henderson (CDC Contract)	Vance	4/10/2023	15,000	196,266,105	248,553
1,585	City of Henderson (CDC Contract)	Vance	4/5/2023	15,000	193,602,392	472,685
1,586	City of Henderson (CDC Contract)	Vance	4/3/2023	15,000	175,889,934	378,382
1,587	City of Henderson (CDC Contract)	Vance	3/29/2023	15,000	167,139,654	295,805
1,588	City of Henderson (CDC Contract)	Vance	3/27/2023	15,000	260,911,385	525,082
1,589	City of Henderson (CDC Contract)	Vance	3/20/2023	15,000	432,862,282	962,006
1,590	City of Henderson (CDC Contract)	Vance	3/15/2023	15,000	184,786,000	401,003
1,591	City of Henderson (CDC Contract)	Vance	3/13/2023	15,000	208,662,760	358,718
1,592	City of Henderson (CDC Contract)	Vance	3/6/2023	15,000	250,683,239	607,557
1,593	City of Henderson (CDC Contract)	Vance	2/27/2023	15,000	188,973,702	421,874
1,594	City of Henderson (CDC Contract)	Vance	2/22/2023	15,000	494,564,666	1,105,959
1,595	City of Henderson (CDC Contract)	Vance	2/20/2023	15,000	389,524,006	601,061
1,596	City of Henderson (CDC Contract)	Vance	2/15/2023	15,000	518,271,409	720,343
1,597	City of Henderson (CDC Contract)	Vance	2/13/2023	15,000	488,090,182	424,518
1,598	City of Henderson (CDC Contract)	Vance	2/6/2023	15,000	702,508,439	1,179,058
1,599	City of Henderson (CDC Contract)	Vance	2/1/2023	15,000	460,363,221	616,711
1,600	City of Henderson (CDC Contract)	Vance	1/30/2023	15,000	576,602,916	889,390
1,601	City of Henderson (CDC Contract)	Vance	1/23/2023	15,000	890,847,340	1,217,264
1,602	City of Henderson (CDC Contract)	Vance	1/18/2023	15,000	410,829,634	706,269
1,603	City of Henderson (CDC Contract)	Vance	1/11/2023	15,000	516,001,402	811,390
1,604	City of Henderson (CDC Contract)	Vance	1/9/2023	15,000	615,568,950	1,027,918
1,605	City of Henderson (CDC Contract)	Vance	1/4/2023	15,000	1,387,328,267	2,447,648
1,606	City of Henderson (CDC Contract)	Vance	12/21/2022	15,000	818,464,722	1,549,566
1,607	City of Henderson (CDC Contract)	Vance	12/19/2022	15,000	742,709,862	1,238,660
1,608	City of Henderson (CDC Contract)	Vance	12/14/2022	15,000	318,361,140	895,341
1,609	City of Henderson (CDC Contract)	Vance	12/12/2022	15,000	475,016,561	1,281,346
