"Date of sample","Treatment plant","Location of treatment plant","Number of residents","Inflow","Method","Uncertainties","Coronavirus result from the sample","Normalized RNA count"
"2021-03-22","Paroinen","Hämeenlinna","66000","15617","qPCR A","","Detected","15177"
"2021-03-22","Kuhasalo","Joensuu","98000","15014","qPCR A","b","Detected (low volume)",""
"2021-03-22","Nenäinniemi","Jyväskylä","154600","33118","qPCR A","","Detected","94907"
"2021-03-22","Peuraniemi","Kajaani","33714","6428","qPCR A","b","Detected","13405"
"2021-03-22","Peurasaari","Kemi","23000","4472","qPCR A","b","Not detected",""
"2021-03-22","Hopeakivenlahti","Kokkola","36000","8451","qPCR A","a b","Detected (low volume)",""
"2021-03-22","Mussalo","Kotka","99000","29327","qPCR A","","Detected (low volume)",""
"2021-03-22","Mäkikylä","Kouvola","67107","22751","qPCR A","b","Detected (low volume)",""
"2021-03-22","Lehtoniemi","Kuopio","95400","18025","qPCR A","b","Detected","13483"
"2021-03-22","Ali-Juhakkala","Lahti","61500","12309","qPCR A","b","Detected","27872"
"2021-03-22","Kariniemi","Lahti","63500","15503","qPCR A","","Detected","216493"
"2021-03-22","Toikansuo","Lappeenranta","63000","13333","qPCR A","b","Detected","34116"
"2021-03-22","Lotsbroverket","","21000","6004","qPCR A","","Detected (low volume)",""
"2021-03-22","Kenkäveronniemi","Mikkeli","42000","8988","qPCR A","b","Detected","53078"
"2021-03-22","Taskila","Oulu","200000","41424","qPCR A","b","Detected (low volume)",""
"2021-03-22","Alheda","Jakobstad","30500","7879","qPCR A","b","Not detected",""
"2021-03-22","Luotsinmäki","Pori","112000","30202","qPCR A","b","Not detected",""
"2021-03-22","Maanpäänniemi","Rauma","40000","11371","qPCR A","","Detected","9375"
"2021-03-22","Alakorkalo","Rovaniemi","55000","14587","qPCR A","","Detected (low volume)",""
"2021-03-22","Salonkeskuspuhdistamo","Salo","45000","9900","qPCR A","","Detected","62581"
"2021-03-22","Pihlajaniemi","Savonlinna","22571","5977","qPCR A","b","Detected","11387"
"2021-03-22","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16000","qPCR A","b","Not detected",""
"2021-03-22","Viinikanlahti","Tampere","200000","59461","qPCR A","b","Detected","44492"
"2021-03-22","Kakolanmäki","Turku","300000","73521","qPCR A","b","Detected","71325"
"2021-03-22","Pått","Vaasa","69500","16641","qPCR A","b","Detected (low volume)",""
"2021-03-22","Nummela","Vihti","17500","2929","qPCR A","b","Detected (low volume)",""
"2021-03-15","Aggregated","Aggregated","","","qPCR A","","","56519"
"2021-03-15","Viikinmäki","Helsinki","910000","311431","qPCR A","b","Detected","55986"
"2021-03-15","Lehtoniemi","Kuopio","95400","16478","qPCR A","b","Detected","73106"
"2021-03-15","Taskila","Oulu","200000","40633","qPCR A","b","Detected (low volume)",""
"2021-03-15","Alheda","Jakobstad","30500","7066","qPCR A","b","Not detected",""
"2021-03-15","Viinikanlahti","Tampere","200000","63450","qPCR A","b","Detected","29187"
"2021-03-15","Kakolanmäki","Turku","300000","83950","qPCR A","","Detected","108220"
"2021-03-08","Aggregated","Aggregated","","","qPCR A","","","49150"
"2021-03-08","Suomenoja","Espoo","390000","111845","qPCR A","","Detected","104635"
"2021-03-08","Viikinmäki","Helsinki","910000","291241","qPCR A","b","Detected","90288"
"2021-03-08","Paroinen","Hämeenlinna","66000","17210","qPCR A","b","Detected","27278"
"2021-03-08","Kuhasalo","Joensuu","98000","15601","qPCR A","b","Not detected",""
"2021-03-08","Nenäinniemi","Jyväskylä","154600","31010","qPCR A","b","Detected (low volume)",""
"2021-03-08","Peuraniemi","Kajaani","33714","7181","qPCR A","b","Detected (low volume)",""
"2021-03-08","Peurasaari","Kemi","23000","5005","qPCR A","b","Not detected",""
"2021-03-08","Hopeakivenlahti","Kokkola","36000","7717","qPCR A","b","Detected (low volume)",""
"2021-03-08","Mussalo","Kotka","99000","29048","qPCR A","b","Detected (low volume)",""
"2021-03-08","Mäkikylä","Kouvola","67107","23413","qPCR A","b","Detected (low volume)",""
"2021-03-08","Lehtoniemi","Kuopio","95400","17081","qPCR A","b","Detected (low volume)",""
"2021-03-08","Ali-Juhakkala","Lahti","61500","12892","qPCR A","b","Detected","32002"
"2021-03-08","Kariniemi","Lahti","63500","16603","qPCR A","b","Detected (low volume)",""
"2021-03-08","Toikansuo","Lappeenranta","63000","12551","qPCR A","b","Detected (low volume)",""
"2021-03-08","Lotsbroverket","","21000","5637","qPCR A","","Detected","24768"
"2021-03-08","Kenkäveronniemi","Mikkeli","42000","9122","qPCR A","b","Detected","5921"
"2021-03-08","Taskila","Oulu","200000","39312","qPCR A","b","Detected (low volume)",""
"2021-03-08","Alheda","Jakobstad","30500","8715","qPCR A","b","Detected (low volume)",""
"2021-03-08","Luotsinmäki","Pori","112000","30742","qPCR A","b","Detected (low volume)",""
"2021-03-08","Maanpäänniemi","Rauma","40000","13779","qPCR A","","Detected (low volume)",""
"2021-03-08","Alakorkalo","Rovaniemi","55000","12983","qPCR A","","Detected (low volume)",""
"2021-03-08","Salonkeskuspuhdistamo","Salo","45000","5218","qPCR A","b","Not detected",""
"2021-03-08","Pihlajaniemi","Savonlinna","22571","5871","qPCR A","b","Not detected",""
"2021-03-08","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14335","qPCR A","b","Not detected",""
"2021-03-08","Viinikanlahti","Tampere","200000","67350","qPCR A","b","Detected","10449"
"2021-03-08","Kakolanmäki","Turku","300000","89490","qPCR A","b","Detected","33881"
"2021-03-08","Pått","Vaasa","69500","15259","qPCR A","","Detected (low volume)",""
"2021-03-08","Nummela","Vihti","17500","3054","qPCR A","b","Detected","139856"
"2021-03-01","Aggregated","Aggregated","","","qPCR A","","","38050"
"2021-03-01","Viikinmäki","Helsinki","910000","330329","qPCR A","b","Detected","62124"
"2021-03-01","Lehtoniemi","Kuopio","95400","20535","qPCR A","b","Detected (low volume)",""
"2021-03-01","Taskila","Oulu","200000","41611","qPCR A","a b","Detected (low volume)",""
"2021-03-01","Viinikanlahti","Tampere","200000","69854","qPCR A","b","Detected (low volume)",""
"2021-03-01","Kakolanmäki","Turku","300000","137299","qPCR A","b","Detected","26096"
"2021-02-22","Aggregated","Aggregated","","","qPCR A","","","22964"
"2021-02-22","Suomenoja","Espoo","390000","87618","qPCR A","b","Detected","29595"
"2021-02-22","Viikinmäki","Helsinki","910000","264061","qPCR A","","Detected","41727"
"2021-02-22","Paroinen","Hämeenlinna","66000","14942","qPCR A","b","Detected (low volume)",""
"2021-02-22","Kuhasalo","Joensuu","98000","17003","qPCR A","b","Detected (low volume)",""
"2021-02-22","Nenäinniemi","Jyväskylä","154600","32726","qPCR A","b","Detected (low volume)",""
"2021-02-22","Peuraniemi","Kajaani","33714","6944","qPCR A","a","Not detected",""
"2021-02-22","Peurasaari","Kemi","23000","5338","qPCR A","b","Detected (low volume)",""
"2021-02-22","Hopeakivenlahti","Kokkola","36000","7849","qPCR A","b","Detected (low volume)",""
"2021-02-22","Mussalo","Kotka","99000","22504","qPCR A","b","Detected (low volume)",""
"2021-02-22","Mäkikylä","Kouvola","67107","16921","qPCR A","b","Detected (low volume)",""
"2021-02-22","Lehtoniemi","Kuopio","95400","18995","qPCR A","b","Detected (low volume)",""
"2021-02-22","Ali-Juhakkala","Lahti","61500","10829","qPCR A","b","Detected (low volume)",""
"2021-02-22","Kariniemi","Lahti","63500","14469","qPCR A","b","Detected (low volume)",""
"2021-02-22","Toikansuo","Lappeenranta","63000","12836","qPCR A","b","Detected (low volume)",""
"2021-02-22","Lotsbroverket","","21000","10698","qPCR A","b","Detected","17259"
"2021-02-22","Kenkäveronniemi","Mikkeli","42000","8331","qPCR A","b","Detected","9253"
"2021-02-22","Taskila","Oulu","200000","40425","qPCR A","b","Detected (low volume)",""
"2021-02-22","Alheda","Jakobstad","30500","6902","qPCR A","b","Detected (low volume)",""
"2021-02-22","Luotsinmäki","Pori","112000","30951","qPCR A","b","Detected (low volume)",""
"2021-02-22","Maanpäänniemi","Rauma","40000","12148","qPCR A","","Detected","79752"
"2021-02-22","Alakorkalo","Rovaniemi","55000","15617","qPCR A","b","Detected (low volume)",""
"2021-02-22","Salonkeskuspuhdistamo","Salo","45000","7658","qPCR A","","Detected (low volume)",""
"2021-02-22","Pihlajaniemi","Savonlinna","22571","5366","qPCR A","","Detected (low volume)",""
"2021-02-22","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","11018","qPCR A","b","Not detected",""
"2021-02-22","Viinikanlahti","Tampere","200000","59800","qPCR A","b","Detected","10426"
"2021-02-22","Kakolanmäki","Turku","300000","90661","qPCR A","b","Detected","10326"
"2021-02-22","Pått","Vaasa","69500","14546","qPCR A","b","Detected","10760"
"2021-02-22","Nummela","Vihti","17500","2656","qPCR A","b","Detected","34018"
"2021-02-15","Aggregated","Aggregated","","","qPCR A","","","52498"
"2021-02-15","Viikinmäki","Helsinki","910000","240961","qPCR A","","Detected","65316"
"2021-02-15","Lehtoniemi","Kuopio","95400","18572","qPCR A","b","Detected (low volume)",""
"2021-02-15","Taskila","Oulu","200000","36639","qPCR A","","Detected (low volume)",""
"2021-02-15","Salonkeskuspuhdistamo","Salo","45000","8074","qPCR A","b","Detected","4181"
"2021-02-15","Viinikanlahti","Tampere","200000","58392","qPCR A","","Detected (low volume)",""
"2021-02-15","Kakolanmäki","Turku","300000","64085","qPCR A","","Detected","98785"
"2021-02-09","Kenkäveronniemi","Mikkeli","42000","9514","qPCR A","b","Detected (low volume)",""
"2021-02-08","Aggregated","Aggregated","","","qPCR A","","","36199"
"2021-02-08","Suomenoja","Espoo","390000","98152","qPCR A","b","Detected","44267"
"2021-02-08","Viikinmäki","Helsinki","910000","255845","qPCR A","b","Detected","66351"
"2021-02-08","Paroinen","Hämeenlinna","66000","15291","qPCR A","b","Detected","5537"
"2021-02-08","Kuhasalo","Joensuu","98000","15849","qPCR A","b","Detected (low volume)",""
"2021-02-08","Nenäinniemi","Jyväskylä","154600","32806","qPCR A","b","Detected","15026"
"2021-02-08","Peuraniemi","Kajaani","33714","7054","qPCR A","","Detected (low volume)",""
"2021-02-08","Peurasaari","Kemi","23000","5867","qPCR A","b","Not detected",""
"2021-02-08","Hopeakivenlahti","Kokkola","36000","8255","qPCR A","b","Not detected",""
"2021-02-08","Mussalo","Kotka","99000","25504","qPCR A","b","Not detected",""
"2021-02-08","Mäkikylä","Kouvola","67107","22198","qPCR A","b","Detected (low volume)",""
"2021-02-08","Lehtoniemi","Kuopio","95400","17379","qPCR A","b","Detected","6596"
"2021-02-08","Ali-Juhakkala","Lahti","61500","12507","qPCR A","","Detected (low volume)",""
"2021-02-08","Kariniemi","Lahti","63500","15012","qPCR A","b","Not detected",""
"2021-02-08","Toikansuo","Lappeenranta","63000","12683","qPCR A","","Detected (low volume)",""
"2021-02-08","Lotsbroverket","","21000","5682","qPCR A","","Detected (low volume)",""
"2021-02-08","Taskila","Oulu","200000","41936","qPCR A","","Detected (low volume)",""
"2021-02-08","Alheda","Jakobstad","30500","7214","qPCR A","b","Detected (low volume)",""
"2021-02-08","Luotsinmäki","Pori","112000","26161","qPCR A","","Detected (low volume)",""
"2021-02-08","Maanpäänniemi","Rauma","40000","10017","qPCR A","","Detected (low volume)",""
"2021-02-08","Alakorkalo","Rovaniemi","55000","16301","qPCR A","","Detected (low volume)",""
"2021-02-08","Pihlajaniemi","Savonlinna","22571","6160","qPCR A","b","Detected","20894"
"2021-02-08","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","12000","qPCR A","b","Detected (low volume)",""
"2021-02-08","Viinikanlahti","Tampere","200000","98152","qPCR A","b","Detected (low volume)",""
"2021-02-08","Kakolanmäki","Turku","300000","69469","qPCR A","b","Detected","22492"
"2021-02-08","Pått","Vaasa","69500","14252","qPCR A","","Detected","19278"
"2021-02-08","Nummela","Vihti","17500","2773","qPCR A","b","Detected","7467"
"2021-02-04","Taskila","Oulu","200000","43231","qPCR A","(a) b","Detected (low volume)",""
"2021-02-01","Aggregated","Aggregated","","","qPCR A","","","21986"
"2021-02-01","Viikinmäki","Helsinki","910000","287601","qPCR A","","Detected","38156"
"2021-02-01","Lehtoniemi","Kuopio","95400","16525","qPCR A","b","Detected","21117"
"2021-02-01","Viinikanlahti","Tampere","200000","61112","qPCR A","","Detected (low volume)",""
"2021-02-01","Kakolanmäki","Turku","300000","84669","qPCR A","b","Detected (low volume)",""
"2021-01-25","Aggregated","Aggregated","","","qPCR A","","","10604"
"2021-01-25","Suomenoja","Espoo","390000","121084","qPCR A","b","Detected","9022"
"2021-01-25","Viikinmäki","Helsinki","910000","337603","qPCR A","b","Detected","14992"
"2021-01-25","Paroinen","Hämeenlinna","66000","17658","qPCR A","b","Detected (low volume)",""
"2021-01-25","Kuhasalo","Joensuu","98000","18676","qPCR A","b","Detected (low volume)",""
"2021-01-25","Nenäinniemi","Jyväskylä","154600","34297","qPCR A","b","Detected","31781"
"2021-01-25","Peuraniemi","Kajaani","33714","7596","qPCR A","b","Detected (low volume)",""
"2021-01-25","Peurasaari","Kemi","23000","6458","qPCR A","b","Detected (low volume)",""
"2021-01-25","Hopeakivenlahti","Kokkola","36000","8573","qPCR A","a b","Not detected",""
"2021-01-25","Mussalo","Kotka","99000","27584","qPCR A","b","Detected","4486"
"2021-01-25","Mäkikylä","Kouvola","67107","21276","qPCR A","b","Detected","16629"
"2021-01-25","Lehtoniemi","Kuopio","95400","18209","qPCR A","b","Detected (low volume)",""
"2021-01-25","Ali-Juhakkala","Lahti","61500","13637","qPCR A","","Detected (low volume)",""
"2021-01-25","Kariniemi","Lahti","63500","16295","qPCR A","b","Detected (low volume)",""
"2021-01-25","Toikansuo","Lappeenranta","63000","14084","qPCR A","b","Detected (low volume)",""
"2021-01-25","Lotsbroverket","","21000","11873","qPCR A","","Detected (low volume)",""
"2021-01-25","Kenkäveronniemi","Mikkeli","42000","9317","qPCR A","","Detected (low volume)",""
"2021-01-25","Taskila","Oulu","200000","41133","qPCR A","b","Detected (low volume)",""
"2021-01-25","Alheda","Jakobstad","30500","7704","qPCR A","b","Detected (low volume)",""
"2021-01-25","Luotsinmäki","Pori","112000","34093","qPCR A","b","Not detected",""
"2021-01-25","Maanpäänniemi","Rauma","40000","14877","qPCR A","b","Detected","13103"
"2021-01-25","Alakorkalo","Rovaniemi","55000","16741","qPCR A","b","Detected (low volume)",""
"2021-01-25","Salonkeskuspuhdistamo","Salo","45000","15950","qPCR A","b","Detected (low volume)",""
"2021-01-25","Pihlajaniemi","Savonlinna","22571","6362","qPCR A","","Detected (low volume)",""
"2021-01-25","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14075","qPCR A","b","Detected (low volume)",""
"2021-01-25","Viinikanlahti","Tampere","200000","64349","qPCR A","","Detected (low volume)",""
"2021-01-25","Kakolanmäki","Turku","300000","113940","qPCR A","b","Detected","20323"
"2021-01-25","Pått","Vaasa","69500","16102","qPCR A","b","Detected (low volume)",""
"2021-01-25","Nummela","Vihti","17500","3355","qPCR A","","Detected (low volume)",""
"2021-01-18","Aggregated","Aggregated","","","qPCR A","","","7210"
"2021-01-18","Viikinmäki","Helsinki","910000","255982","qPCR A","","Detected","9761"
"2021-01-18","Lehtoniemi","Kuopio","95400","19452","qPCR A","","Detected (low volume)",""
"2021-01-18","Taskila","Oulu","200000","43750","qPCR A","b","Detected","14050"
"2021-01-18","Viinikanlahti","Tampere","200000","62012","qPCR A","","Detected (low volume)",""
"2021-01-18","Kakolanmäki","Turku","300000","68650","qPCR A","","Detected (low volume)",""
"2021-01-11","Aggregated","Aggregated","","","qPCR A","","","21302"
"2021-01-11","Suomenoja","Espoo","390000","101830","qPCR A","b","Detected","16209"
"2021-01-11","Viikinmäki","Helsinki","910000","269750","qPCR A","b","Detected","32892"
"2021-01-11","Paroinen","Hämeenlinna","66000","17121","qPCR A","b","Detected","15256"
"2021-01-11","Kuhasalo","Joensuu","98000","17319","qPCR A","b","Detected (low volume)",""
"2021-01-11","Nenäinniemi","Jyväskylä","154600","35598","qPCR A","b","Detected","6288"
"2021-01-11","Peuraniemi","Kajaani","33714","8498","qPCR A","b","Detected (low volume)",""
"2021-01-11","Peurasaari","Kemi","23000","7958","qPCR A","b","Detected (low volume)",""
"2021-01-11","Hopeakivenlahti","Kokkola","36000","8775","qPCR A","b","Not detected",""
"2021-01-11","Mussalo","Kotka","99000","30561","qPCR A","b","Detected (low volume)",""
"2021-01-11","Mäkikylä","Kouvola","67107","26000","qPCR A","","Detected (low volume)",""
"2021-01-11","Lehtoniemi","Kuopio","95400","19553","qPCR A","b","Detected (low volume)",""
"2021-01-11","Ali-Juhakkala","Lahti","61500","13639","qPCR A","","Detected (low volume)",""
"2021-01-11","Kariniemi","Lahti","63500","16929","qPCR A","","Detected (low volume)",""
"2021-01-11","Toikansuo","Lappeenranta","63000","13883","qPCR A","","Detected (low volume)",""
"2021-01-11","Lotsbroverket","","21000","6083","qPCR A","b","Detected (low volume)",""
"2021-01-11","Kenkäveronniemi","Mikkeli","42000","9500","qPCR A","b","Detected (low volume)",""
"2021-01-11","Taskila","Oulu","200000","41654","qPCR A","b","Detected","15699"
"2021-01-11","Alheda","Jakobstad","30500","8016","qPCR A","b","Detected","21577"
"2021-01-11","Luotsinmäki","Pori","112000","28996","qPCR A","b","Detected (low volume)",""
"2021-01-11","Maanpäänniemi","Rauma","40000","10847","qPCR A","b","Detected (low volume)",""
"2021-01-11","Alakorkalo","Rovaniemi","55000","17575","qPCR A","b","Detected (low volume)",""
"2021-01-11","Salonkeskuspuhdistamo","Salo","45000","9269","qPCR A","b","Detected (low volume)",""
"2021-01-11","Pihlajaniemi","Savonlinna","22571","6660","qPCR A","b","Detected (low volume)",""
"2021-01-11","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14570","qPCR A","b","Detected (low volume)",""
"2021-01-11","Kakolanmäki","Turku","300000","75108","qPCR A","b","Detected","11509"
"2021-01-11","Pått","Vaasa","69500","16125","qPCR A","","Detected (low volume)",""
"2021-01-11","Nummela","Vihti","17500","2869","qPCR A","b","Detected (low volume)",""
"2021-01-04","Aggregated","Aggregated","","","qPCR A","","","8837"
"2021-01-04","Viikinmäki","Helsinki","910000","308638","qPCR A","","Detected","15527"
"2021-01-04","Lehtoniemi","Kuopio","95400","20023","qPCR A","b","Detected (low volume)",""
"2021-01-04","Taskila","Oulu","200000","43684","qPCR A","a b (c)","Detected (low volume)",""
"2021-01-04","Viinikanlahti","Tampere","200000","68289","qPCR A","","Detected (low volume)",""
"2021-01-04","Kakolanmäki","Turku","300000","102504","qPCR A","","Detected (low volume)",""
"2020-12-21","Salonkeskuspuhdistamo","Salo","45000","11562","qPCR A","(b) c","Detected (low volume)",""
"2020-12-14","Aggregated","Aggregated","","","qPCR A","","","17847"
"2020-12-14","Suomenoja","Espoo","390000","100852","qPCR A","b","Detected (low volume)",""
"2020-12-14","Viikinmäki","Helsinki","910000","253892","qPCR A","","Detected","36658"
"2020-12-14","Paroinen","Hämeenlinna","66000","15536","qPCR A","","Detected (low volume)",""
"2020-12-14","Kuhasalo","Joensuu","98000","17912","qPCR A","b","Detected (low volume)",""
"2020-12-14","Nenäinniemi","Jyväskylä","154600","35759","qPCR A","","Detected","56999"
"2020-12-14","Peuraniemi","Kajaani","33714","9903","qPCR A","","Detected (low volume)",""
"2020-12-14","Peurasaari","Kemi","23000","14531","qPCR A","b","Not detected",""
"2020-12-14","Hopeakivenlahti","Kokkola","36000","9335","qPCR A","","Not detected",""
"2020-12-14","Mussalo","Kotka","99000","27013","qPCR A","b","Detected (low volume)",""
"2020-12-14","Mäkikylä","Kouvola","67107","22330","qPCR A","","Detected (low volume)",""
"2020-12-14","Lehtoniemi","Kuopio","95400","21108","qPCR A","","Detected (low volume)",""
"2020-12-14","Ali-Juhakkala","Lahti","61500","12911","qPCR A","","Detected (low volume)",""
"2020-12-14","Kariniemi","Lahti","63500","21903","qPCR A","b","Detected (low volume)",""
"2020-12-14","Toikansuo","Lappeenranta","63000","14087","qPCR A","b","Detected (low volume)",""
"2020-12-14","Lotsbroverket","","21000","5995","qPCR A","","Detected (low volume)",""
"2020-12-14","Taskila","Oulu","200000","52455","qPCR A","","Detected (low volume)",""
"2020-12-14","Alheda","Jakobstad","30500","9221","qPCR A","b","Detected (low volume)",""
"2020-12-14","Luotsinmäki","Pori","112000","32453","qPCR A","","Detected (low volume)",""
"2020-12-14","Maanpäänniemi","Rauma","40000","11784","qPCR A","","Detected (low volume)",""
"2020-12-14","Alakorkalo","Rovaniemi","55000","15388","qPCR A","","Detected (low volume)",""
"2020-12-14","Pihlajaniemi","Savonlinna","22571","6945","qPCR A","","Not detected",""
"2020-12-14","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16328","qPCR A","","Detected (low volume)",""
"2020-12-14","Viinikanlahti","Tampere","200000","62489","qPCR A","","Detected (low volume)",""
"2020-12-14","Kakolanmäki","Turku","300000","73447","qPCR A","","Detected (low volume)",""
"2020-12-14","Pått","Vaasa","69500","18187","qPCR A","","Detected (low volume)",""
"2020-12-14","Nummela","Vihti","17500","2869","qPCR A","","Detected (low volume)",""
"2020-12-09","Viinikanlahti","Tampere","200000","71394","qPCR A","","Detected (low volume)",""
"2020-12-07","Aggregated","Aggregated","","","qPCR A","","","22163"
"2020-12-07","Viikinmäki","Helsinki","910000","277529","qPCR A","","Detected","39318"
"2020-12-07","Lehtoniemi","Kuopio","95400","23626","qPCR A","b","Detected (low volume)",""
"2020-12-07","Taskila","Oulu","200000","52274","qPCR A","","Detected","6307"
"2020-12-07","Kakolanmäki","Turku","300000","93414","qPCR A","","Detected (low volume)",""
"2020-11-30","Aggregated","Aggregated","","","qPCR A","","","24031"
"2020-11-30","Suomenoja","Espoo","390000","132668","qPCR A","b","Detected","59092"
"2020-11-30","Viikinmäki","Helsinki","910000","301694","qPCR A","","Detected","25031"
"2020-11-30","Paroinen","Hämeenlinna","66000","18205","qPCR A","","Detected (low volume)",""
"2020-11-30","Kuhasalo","Joensuu","98000","21440","qPCR A","","Detected (low volume)",""
"2020-11-30","Nenäinniemi","Jyväskylä","154600","41108","qPCR A","","Detected (low volume)",""
"2020-11-30","Peuraniemi","Kajaani","33714","11994","qPCR A","b","Detected (low volume)",""
"2020-11-30","Peurasaari","Kemi","23000","12259","qPCR A","b","Detected (low volume)",""
"2020-11-30","Hopeakivenlahti","Kokkola","36000","12147","qPCR A","b","Not detected",""
"2020-11-30","Mussalo","Kotka","99000","34909","qPCR A","b","Detected (low volume)",""
"2020-11-30","Mäkikylä","Kouvola","67107","32709","qPCR A","","Detected (low volume)",""
"2020-11-30","Lehtoniemi","Kuopio","95400","23405","qPCR A","","Detected (low volume)",""
"2020-11-30","Ali-Juhakkala","Lahti","61500","16488","qPCR A","","Detected (low volume)",""
"2020-11-30","Kariniemi","Lahti","63500","18905","qPCR A","","Detected (low volume)",""
"2020-11-30","Toikansuo","Lappeenranta","63000","15490","qPCR A","b","Not detected",""
"2020-11-30","Lotsbroverket","","21000","6878","qPCR A","","Detected (low volume)",""
"2020-11-30","Kenkäveronniemi","Mikkeli","42000","11018","qPCR A","","Detected (low volume)",""
"2020-11-30","Taskila","Oulu","200000","56757","qPCR A","","Detected","14152"
"2020-11-30","Alheda","Jakobstad","30500","12802","qPCR A","","Detected (low volume)",""
"2020-11-30","Luotsinmäki","Pori","112000","36516","qPCR A","","Detected (low volume)",""
"2020-11-30","Maanpäänniemi","Rauma","40000","13809","qPCR A","","Detected (low volume)",""
"2020-11-30","Alakorkalo","Rovaniemi","55000","20643","qPCR A","","Not detected",""
"2020-11-30","Salonkeskuspuhdistamo","Salo","45000","14659","qPCR A","b","Detected (low volume)",""
"2020-11-30","Pihlajaniemi","Savonlinna","22571","8265","qPCR A","","Not detected",""
"2020-11-30","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","20461","qPCR A","b","Detected (low volume)",""
"2020-11-30","Viinikanlahti","Tampere","200000","68535","qPCR A","","Detected","22562"
"2020-11-30","Kakolanmäki","Turku","300000","92245","qPCR A","","Detected","53145"
"2020-11-30","Pått","Vaasa","69500","21351","qPCR A","b","Detected (low volume)",""
"2020-11-30","Nummela","Vihti","17500","3118","qPCR A","b","Detected (low volume)",""
"2020-11-23","Aggregated","Aggregated","","","qPCR A","","","19653"
"2020-11-23","Viikinmäki","Helsinki","910000","485104","qPCR A","b","Detected","16899"
"2020-11-23","Hopeakivenlahti","Kokkola","36000","18370","qPCR A","b","Not detected",""
"2020-11-23","Mäkikylä","Kouvola","67107","58027","qPCR A","b","Detected (low volume)",""
"2020-11-23","Lehtoniemi","Kuopio","95400","24948","qPCR A","b","Detected","11797"
"2020-11-23","Taskila","Oulu","200000","64114","qPCR A","","Detected","13781"
"2020-11-23","Viinikanlahti","Tampere","200000","89543","qPCR A","","Detected","66642"
"2020-11-23","Kakolanmäki","Turku","300000","231141","qPCR A","b","Detected (low volume)",""
"2020-11-16","Aggregated","Aggregated","","","qPCR A","","","16802"
"2020-11-16","Suomenoja","Espoo","390000","94567","qPCR A","b","Detected","100935"
"2020-11-16","Viikinmäki","Helsinki","910000","251179","qPCR A","b","Detected","32129"
"2020-11-16","Paroinen","Hämeenlinna","66000","14353","qPCR A","b","Detected (low volume)",""
"2020-11-16","Kuhasalo","Joensuu","98000","19349","qPCR A","b","Detected (low volume)",""
"2020-11-16","Nenäinniemi","Jyväskylä","154600","34578","qPCR A","b","Detected (low volume)",""
"2020-11-16","Peuraniemi","Kajaani","33714","10898","qPCR A","b","Detected (low volume)",""
"2020-11-16","Peurasaari","Kemi","23000","13280","qPCR A","a b","Detected (low volume)",""
"2020-11-16","Mussalo","Kotka","99000","26186","qPCR A","b","Detected (low volume)",""
"2020-11-16","Mäkikylä","Kouvola","67107","22862","qPCR A","(b)","Detected (low volume)",""
"2020-11-16","Lehtoniemi","Kuopio","95400","17761","qPCR A","b","Detected","8301"
"2020-11-16","Ali-Juhakkala","Lahti","61500","12862","qPCR A","","Detected","7050"
"2020-11-16","Kariniemi","Lahti","63500","15458","qPCR A","b","Detected (low volume)",""
"2020-11-16","Toikansuo","Lappeenranta","63000","14176","qPCR A","b","Detected (low volume)",""
"2020-11-16","Lotsbroverket","","21000","5452","qPCR A","","Detected (low volume)",""
"2020-11-16","Kenkäveronniemi","Mikkeli","42000","9314","qPCR A","","Detected (low volume)",""
"2020-11-16","Taskila","Oulu","200000","51667","qPCR A","","Detected","7936"
"2020-11-16","Alheda","Jakobstad","30500","9243","qPCR A","","Detected (low volume)",""
"2020-11-16","Luotsinmäki","Pori","112000","28801","qPCR A","(b)","Detected (low volume)",""
"2020-11-16","Maanpäänniemi","Rauma","40000","10897","qPCR A","","Detected (low volume)",""
"2020-11-16","Alakorkalo","Rovaniemi","55000","21244","qPCR A","b","Detected (low volume)",""
"2020-11-16","Salonkeskuspuhdistamo","Salo","45000","9041","qPCR A","","Detected (low volume)",""
"2020-11-16","Pihlajaniemi","Savonlinna","22571","6524","qPCR A","","Detected (low volume)",""
"2020-11-16","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","18253","qPCR A","b","Not detected",""
"2020-11-16","Viinikanlahti","Tampere","200000","63169","qPCR A","a","Detected (low volume)",""
"2020-11-16","Kakolanmäki","Turku","300000","70032","qPCR A","b","Detected (low volume)",""
"2020-11-16","Pått","Vaasa","69500","19662","qPCR A","b","Detected (low volume)",""
"2020-11-16","Nummela","Vihti","17500","2864","qPCR A","","Detected (low volume)",""
"2020-11-09","Aggregated","Aggregated","","","qPCR A","","","10531"
"2020-11-09","Viikinmäki","Helsinki","910000","262067","qPCR A","","Detected","18708"
"2020-11-09","Lehtoniemi","Kuopio","95400","22312","qPCR A","b","Detected (low volume)",""
